person_id,home_geography_id,destination_geography_id,age_years,sex,employed,income_monthly_inr,permitted_modes,purpose,initial_mode,departure_s,activity_duration_s,source
baseline_244,27:518:99999:802794:1977:000000,27:518:99999:802794:1048:000000,23,male,False,37385.39744761982,"walk,pt,taxi,auto_rickshaw",other,walk,39413.2464619166,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_245,27:518:99999:802794:1045:000000,27:518:99999:802794:1255:000000,47,male,False,7190.795458701506,"walk,pt,taxi,auto_rickshaw",other,walk,37177.497700120584,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_246,27:518:99999:802794:1460:000000,27:518:99999:802794:1460:000000,16,male,False,25007.514489090852,"walk,pt",education,pt,27422.81974231129,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_247,27:519:99999:802794:0934:000000,27:518:99999:802794:1977:000000,28,male,True,15972.218926029485,"walk,pt,bike,taxi,auto_rickshaw",work,taxi,33267.62352764407,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_248,27:518:99999:802794:2179:000000,27:519:99999:802794:0933:000000,64,male,True,19815.57037048458,"walk,pt,taxi,auto_rickshaw",work,walk,30236.345261114042,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_249,27:518:99999:802794:1255:000000,27:518:99999:802794:1564:000000,46,female,True,37612.80805982298,"walk,pt,taxi,auto_rickshaw",work,walk,35258.564297168465,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_250,27:519:99999:802794:0523:000000,27:518:99999:802794:1045:000000,54,female,False,38338.58380779206,"walk,pt,taxi,auto_rickshaw",other,walk,40885.63788590776,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_251,27:519:99999:802794:0628:000000,27:519:99999:802794:0522:000000,44,male,True,7049.529450884485,"walk,pt,taxi,auto_rickshaw",work,walk,34105.481942186954,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_252,27:519:99999:802794:0104:000000,27:519:99999:802794:0934:000000,40,male,True,17668.502976110183,"walk,pt,taxi,auto_rickshaw",work,taxi,32689.688020529797,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_253,27:520:04173:553513:0001:000000,27:518:99999:802794:2180:000000,30,female,False,35414.982331672516,"walk,pt,taxi,auto_rickshaw",other,walk,39799.18174284388,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_254,27:518:99999:802794:1256:000000,27:518:99999:802794:2282:000000,9,male,False,32273.61909381869,"walk,pt",education,walk,30918.46737945799,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_255,27:518:99999:802794:1139:000000,27:519:99999:802794:0933:000000,39,male,False,30853.141740864376,"walk,pt,taxi,auto_rickshaw",other,pt,42521.228081546695,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_256,27:517:04158:551739:0000:000000,27:517:04158:551739:0000:000000,16,male,False,32927.08672816288,"walk,pt,bike",education,pt,27722.07352150576,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_257,27:517:04163:552217:0000:000000,27:517:04163:552252:0000:000000,6,male,False,32940.65958746493,"walk,pt",education,pt,27320.37953114737,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_258,27:518:99999:802794:2080:000000,27:518:99999:802794:1565:000000,32,female,False,14816.185443169048,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,40349.60690397796,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_259,27:519:99999:802794:0934:000000,27:518:99999:802794:1460:000000,24,female,True,14072.480842022433,"walk,pt,taxi,auto_rickshaw",work,taxi,33864.75089836928,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_260,27:518:99999:802794:1565:000000,27:518:99999:802794:1769:000000,26,male,True,24103.97508949949,"walk,pt,taxi,auto_rickshaw",work,walk,30530.70971062294,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_261,27:518:99999:802794:1772:000000,27:518:99999:802794:1255:000000,33,male,True,11417.546620357838,"walk,pt,taxi,auto_rickshaw",work,taxi,34513.701143895996,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_262,27:518:99999:802794:2384:000000,27:518:99999:802794:2284:000000,20,male,False,62694.74903660404,"walk,pt,taxi,auto_rickshaw",other,pt,40671.031647727854,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_263,27:518:99999:802794:1564:000000,27:518:99999:802794:1564:000000,9,male,False,59557.51870453889,"walk,pt,bike",education,pt,26940.495975430495,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_264,27:518:99999:802794:1769:000000,27:518:99999:802794:1357:000000,58,male,True,17967.366074833437,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,28911.790822465584,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_265,27:517:04157:551549:0000:000000,27:517:04157:551550:0000:000000,19,female,True,34650.196370516715,"walk,pt,taxi,auto_rickshaw",work,pt,33749.02705131561,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_266,27:519:99999:802794:0101:000000,27:519:99999:802794:0101:000000,0,female,False,36516.71632215161,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_267,27:518:99999:802794:1668:000000,27:518:99999:802794:1564:000000,33,male,False,30956.506771779816,"walk,pt,taxi,auto_rickshaw",other,taxi,38971.80303529115,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_268,27:519:99999:802794:0933:000000,27:519:99999:802794:0933:000000,0,male,False,17592.8250188904,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_269,27:518:99999:802794:2080:000000,27:518:99999:802794:2179:000000,44,male,False,18612.727624913063,"walk,pt,taxi,auto_rickshaw",other,taxi,39361.84612481514,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_270,27:518:99999:802794:1562:000000,27:518:99999:802794:1353:000000,57,male,False,22325.655140956827,"walk,pt,taxi,auto_rickshaw",other,walk,42998.505798346734,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_271,27:517:04166:552659:0000:000000,27:517:04168:552984:0000:000000,31,male,False,12411.680513606556,"walk,pt,taxi,auto_rickshaw",other,pt,42166.808398969755,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_272,27:518:99999:802794:1978:000000,27:518:99999:802794:1143:000000,45,male,True,11834.889747960198,"walk,pt,taxi,auto_rickshaw",work,walk,35723.199351499665,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_273,27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,3,male,False,65612.65241301183,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_274,27:517:04162:552036:0000:000000,27:517:04162:552036:0000:000000,5,male,False,12872.888843737956,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_275,27:517:04160:551886:0000:000000,27:517:04160:551886:0000:000000,5,female,False,14754.88577933648,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_276,27:517:04163:552247:0000:000000,27:517:04163:552277:0000:000000,44,female,True,26136.246650869474,"walk,pt,taxi,auto_rickshaw",work,pt,34559.629799361486,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_277,27:518:99999:802794:1564:000000,27:518:99999:802794:1564:000000,62,female,False,59222.17178186838,"walk,pt,taxi,auto_rickshaw",other,taxi,38106.615659399096,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_278,27:520:04175:553818:0001:000000,27:519:99999:802794:0836:000000,38,female,True,10831.657878216365,"walk,pt,car,bike,taxi,ride,auto_rickshaw",work,walk,34314.781547625826,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_279,27:518:99999:802794:1045:000000,27:518:99999:802794:1255:000000,20,male,False,47050.51759559797,"walk,pt,bike,taxi,auto_rickshaw",other,pt,39825.65225631493,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_280,27:519:99999:802794:0837:000000,27:519:99999:802794:0629:000000,19,female,False,23544.425112083867,"walk,pt,taxi,auto_rickshaw",other,taxi,37569.72058152493,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_281,27:518:99999:802794:1773:000000,27:518:99999:802794:1769:000000,7,male,False,11826.003617747114,"walk,pt",education,walk,28301.915098366604,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_282,27:518:99999:802794:2179:000000,27:518:99999:802794:1564:000000,30,male,True,23420.508078609135,"walk,pt,taxi,auto_rickshaw",work,pt,34662.89933964634,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_283,27:518:99999:802794:2487:000000,27:518:99999:802794:2080:000000,60,male,True,25003.33510105621,"walk,pt,bike,taxi,auto_rickshaw",work,walk,34318.4861366853,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_284,27:520:04175:553738:0000:000000,27:520:04175:553737:0000:000000,15,female,False,10538.289325916972,"walk,pt",education,pt,27898.043308504646,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_285,27:517:04167:552775:0000:000000,27:517:04167:552830:0000:000000,65,male,True,22949.379260804657,"walk,pt,motorbike,taxi,auto_rickshaw",work,taxi,35345.83533436124,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_286,27:518:99999:802794:1975:000000,27:518:99999:802794:2080:000000,53,female,False,22046.28356549299,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,42790.35081259211,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_287,27:517:04168:552986:0000:000000,27:518:99999:802794:1256:000000,62,male,True,25027.63226883496,"walk,pt,motorbike,taxi,auto_rickshaw",work,taxi,32952.885217253635,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_288,27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,21,male,True,28220.04215930984,"walk,pt,taxi,auto_rickshaw",work,taxi,32940.450785818015,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_289,27:520:04178:554239:0000:000000,27:520:04181:554586:0000:000000,42,female,True,151170.38061829965,"walk,pt,motorbike,taxi,auto_rickshaw",work,motorbike,32208.136418678423,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_290,27:520:04176:553909:0000:000000,27:520:04176:553909:0000:000000,0,female,False,37529.9416722692,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_291,27:519:99999:802794:0933:000000,27:518:99999:802794:2281:000000,44,male,True,31333.633414873028,"walk,pt,car,taxi,ride,auto_rickshaw",work,ride,35957.90734349743,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_292,27:518:99999:802794:1668:000000,27:518:99999:802794:1564:000000,15,female,False,9874.23199772404,"walk,pt",education,pt,25947.305856672447,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_293,27:519:99999:802794:0732:000000,27:518:99999:802794:2281:000000,25,female,True,20195.781718003986,"walk,pt,motorbike,taxi,auto_rickshaw",work,auto_rickshaw,29800.651853059175,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_294,27:519:99999:802794:0732:000000,27:519:99999:802794:0837:000000,42,female,False,11663.857733049785,"walk,pt,bike,taxi,auto_rickshaw",other,pt,41392.989216150454,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_295,27:518:99999:802794:1773:000000,27:518:99999:802794:1667:000000,11,female,False,17475.12270596566,"walk,pt",education,pt,30018.77054619935,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_296,27:517:04168:552991:0000:000000,27:517:04168:552991:0000:000000,52,female,True,12318.10930906155,"walk,pt,taxi,auto_rickshaw",work,walk,30982.80624675553,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_297,27:518:99999:802794:1870:000000,27:518:99999:802794:1770:000000,62,female,False,39844.985506957935,"walk,pt,motorbike,taxi,auto_rickshaw",other,auto_rickshaw,42602.4358599467,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_298,27:518:99999:802794:2385:000000,27:518:99999:802794:2283:000000,61,male,False,66446.72914907915,"walk,pt,taxi,auto_rickshaw",other,pt,36859.057935587676,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_299,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,9,female,False,69392.74906397355,"walk,pt",education,pt,28542.939747723103,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_300,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,29,female,True,29584.48418228611,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,33635.8518857431,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_301,27:520:04173:553442:0000:000000,27:520:04173:553442:0000:000000,2,female,False,12888.985783259435,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_302,27:519:99999:802794:0935:000000,27:519:99999:802794:0629:000000,11,female,False,14785.02800505154,"walk,pt",education,pt,30754.957746273034,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_303,27:518:99999:802794:1668:000000,27:518:99999:802794:2385:000000,78,male,False,120905.87240460496,"walk,pt,car,taxi,ride,auto_rickshaw",other,taxi,41926.16252114678,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_304,27:520:04174:553560:0000:000000,27:520:04174:553524:0000:000000,13,male,False,30683.415580348414,"walk,pt",education,walk,25849.145644187185,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_305,27:518:99999:802794:2486:000000,27:518:99999:802794:1975:000000,45,male,True,19905.951809166025,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,31344.59174200472,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_306,27:518:99999:802794:1772:000000,27:518:99999:802794:1565:000000,18,female,True,54584.45348355556,"walk,pt,taxi,auto_rickshaw",work,walk,30144.56315074223,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_307,27:519:99999:802794:0732:000000,27:518:99999:802794:1045:000000,58,female,True,38501.49402482945,"walk,pt,car,taxi,ride,auto_rickshaw",work,auto_rickshaw,33403.56014480898,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_308,27:517:04168:552991:0000:000000,27:517:04166:552687:0001:000000,22,male,False,17183.888966860904,"walk,pt,taxi,auto_rickshaw",other,pt,38554.68731388544,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_309,27:519:99999:802794:0838:000000,27:518:99999:802794:1350:000000,57,male,False,9329.119901275524,"walk,pt,car,taxi,ride,auto_rickshaw",other,taxi,37461.54481038604,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_310,27:518:99999:802794:1874:000000,27:518:99999:802794:1769:000000,12,male,False,15478.886157716068,"walk,pt",education,walk,32356.160627078494,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_311,27:519:99999:802794:0732:000000,27:518:99999:802794:1874:000000,68,female,False,48888.17619690313,"walk,pt,car,taxi,ride,auto_rickshaw",other,pt,39086.07567437498,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_312,27:518:99999:802794:1352:000000,27:518:99999:802794:1667:000000,23,female,True,26025.60970132623,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,35521.25824063762,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_313,27:517:04170:553033:0000:000000,27:517:04170:553079:0000:000000,45,female,False,14102.923710954236,"walk,pt,taxi,auto_rickshaw",other,walk,37594.05580237957,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_314,27:520:04172:553333:0000:000000,27:520:04172:553334:0000:000000,47,male,False,40760.8163126318,"walk,pt,taxi,auto_rickshaw",other,taxi,42702.28674875142,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_315,27:518:99999:802794:1562:000000,27:518:99999:802794:1563:000000,40,male,False,67475.15458465151,"walk,pt,taxi,auto_rickshaw",other,taxi,40123.68742308602,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_316,27:518:99999:802794:2284:000000,27:518:99999:802794:1978:000000,40,female,False,32717.315959283955,"walk,pt,motorbike,taxi,auto_rickshaw",other,motorbike,37617.06760820636,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_317,27:520:04176:553828:0000:000000,27:520:04176:553891:0000:000000,9,male,False,13060.090965322195,"walk,pt",education,pt,31262.4412965611,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_318,27:519:99999:802794:0629:000000,27:518:99999:802794:2180:000000,28,female,True,25459.120451648134,"walk,pt,motorbike,taxi,auto_rickshaw",work,auto_rickshaw,34637.708767805365,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_319,27:518:99999:802794:2486:000000,27:518:99999:802794:2385:000000,42,female,False,9687.074162039149,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,39282.642997925745,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_320,27:518:99999:802794:1562:000000,27:518:99999:802794:1562:000000,27,male,False,21420.098711746505,"walk,pt,bike,taxi,auto_rickshaw",other,auto_rickshaw,38681.32048822339,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_321,27:518:99999:802794:1351:000000,27:519:99999:802794:0417:000000,45,female,True,25993.386766725926,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,33057.12685833201,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_322,27:518:99999:802794:1565:000000,27:518:99999:802794:1564:000000,23,male,False,54008.989335528546,"walk,pt,bike,motorbike,taxi,auto_rickshaw",other,auto_rickshaw,36412.13555543871,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_323,27:517:04158:551603:0000:000000,27:517:04163:552262:0000:000000,27,female,True,33733.619817600724,"walk,pt,taxi,auto_rickshaw",work,pt,34668.537019673415,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_324,27:518:99999:802794:2385:000000,27:518:99999:802794:1977:000000,46,male,True,47386.0065986337,"walk,pt,bike,taxi,auto_rickshaw",work,taxi,35333.932490232866,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_325,27:519:99999:802794:0523:000000,27:519:99999:802794:0523:000000,0,male,False,18002.251599155457,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_326,27:518:99999:802794:1249:000000,27:518:99999:802794:1978:000000,56,female,True,16862.372108140265,"walk,pt,car,taxi,ride,auto_rickshaw",work,car,30076.563735859272,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_327,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,13,male,False,19805.44666635908,"walk,pt",education,walk,27205.34744667403,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_328,27:518:99999:802794:1873:000000,27:518:99999:802794:1873:000000,8,female,False,31137.052047771154,"walk,pt,ride",education,pt,27309.595449445977,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_329,27:517:04162:552085:0000:000000,27:517:04162:552103:0000:000000,69,male,False,94951.17745352269,"walk,pt,taxi,auto_rickshaw",other,pt,37481.178738381546,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_330,27:517:04159:551779:0000:000000,27:517:04159:551810:0000:000000,60,male,False,71931.64716570776,"walk,pt,taxi,auto_rickshaw",other,walk,42278.64832123109,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_331,27:518:99999:802794:1565:000000,27:518:99999:802794:1667:000000,35,female,False,49702.17054400643,"walk,pt,taxi,auto_rickshaw",other,pt,39642.388017531775,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_332,27:517:04157:551567:0000:000000,27:517:04157:551550:0000:000000,15,female,False,33752.25721413359,"walk,pt,ride",education,pt,25901.807620109954,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_333,27:518:99999:802794:2283:000000,27:518:99999:802794:2080:000000,34,female,True,36181.692051932834,"walk,pt,taxi,auto_rickshaw",work,walk,33651.86542304412,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_334,27:517:04167:552768:0000:000000,27:517:04167:552767:0000:000000,41,female,False,54721.377167353916,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,37005.68105617782,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_335,27:518:99999:802794:2385:000000,27:518:99999:802794:2487:000000,31,female,False,12576.662942361503,"walk,pt,taxi,auto_rickshaw",other,taxi,42647.26880230691,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_336,27:519:99999:802794:0935:000000,27:519:99999:802794:0837:000000,9,male,False,3222.8505537739647,"walk,pt",education,walk,27756.604178243706,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_337,27:517:04159:551781:0000:000000,27:517:04164:552407:0000:000000,35,male,True,45216.0651395673,"walk,pt,motorbike,taxi,auto_rickshaw",work,pt,30648.807699862627,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_338,27:518:99999:802794:1255:000000,27:518:99999:802794:1255:000000,59,male,False,32667.97017699969,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,41316.225000038605,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_339,27:519:99999:802794:0527:000000,27:519:99999:802794:0933:000000,34,female,True,28835.942502956015,"walk,pt,car,motorbike,taxi,ride,auto_rickshaw",work,walk,35719.51427201941,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_340,27:517:04166:552684:0001:000000,27:517:04166:552515:0000:000000,17,male,False,45325.55678584159,"walk,pt",education,walk,29246.507266908746,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_341,27:518:99999:802794:2080:000000,27:519:99999:802794:0732:000000,24,male,False,107654.66895276643,"walk,pt,taxi,auto_rickshaw",other,taxi,40403.637500999495,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_342,27:519:99999:802794:0836:000000,27:519:99999:802794:0836:000000,9,female,False,15580.61741031359,"walk,pt,ride",education,walk,28922.908214136052,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_343,27:520:04178:554246:0000:000000,27:520:04177:554029:0000:000000,20,female,True,15951.06408453661,"walk,pt,bike,taxi,auto_rickshaw",work,taxi,29397.795650696076,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_344,27:517:04166:552678:0001:000000,27:518:99999:802794:1668:000000,43,male,True,10248.433865431132,"walk,pt,taxi,auto_rickshaw",work,taxi,34642.8811840932,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_345,27:519:99999:802794:0629:000000,27:519:99999:802794:0732:000000,19,male,True,9805.473744990455,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,35074.54427786562,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_346,27:518:99999:802794:1255:000000,27:518:99999:802794:1977:000000,29,male,True,36237.16899189491,"walk,pt,taxi,auto_rickshaw",work,walk,30072.219873798174,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_347,27:517:04163:552208:0000:000000,27:517:04163:552208:0000:000000,78,male,False,25082.39460968779,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,38203.47776170791,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_348,27:518:99999:802794:1667:000000,27:518:99999:802794:1769:000000,34,male,False,51071.257616593946,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,40569.85032769061,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_349,27:518:99999:802794:1975:000000,27:518:99999:802794:2180:000000,22,male,True,31206.944572331562,"walk,pt,car,taxi,ride,auto_rickshaw",work,pt,32069.452044656056,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_350,27:518:99999:802794:1352:000000,27:518:99999:802794:1352:000000,35,male,False,86502.27835131552,"walk,pt,motorbike,taxi,auto_rickshaw",other,motorbike,39890.93734841099,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_351,27:517:04168:552982:0000:000000,27:517:04168:552979:0000:000000,35,female,True,95623.9733849339,"walk,pt,bike,motorbike,taxi,auto_rickshaw",work,motorbike,31097.647238575624,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_352,27:518:99999:802794:2384:000000,27:519:99999:802794:0525:000000,63,female,False,19281.865586126853,"walk,pt,taxi,auto_rickshaw",other,taxi,37551.63309433886,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_353,27:518:99999:802794:1249:000000,27:518:99999:802794:1249:000000,2,male,False,11150.296878221065,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_354,27:517:04162:552047:0000:000000,27:517:04162:552047:0000:000000,3,female,False,37441.050967692674,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_355,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,61,female,True,28319.247971427143,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,35072.38888028898,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_356,27:518:99999:802794:2179:000000,27:518:99999:802794:1352:000000,34,male,False,25361.039451544853,"walk,pt,taxi,auto_rickshaw",other,walk,40616.20194704274,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_357,27:517:04163:552190:0000:000000,27:517:04163:552188:0000:000000,11,male,False,45982.910947581,"walk,pt",education,pt,29099.047603722396,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_358,27:518:99999:802794:1048:000000,27:518:99999:802794:1978:000000,32,male,True,15441.305236161157,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,31407.971431261616,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_359,27:520:04178:554270:0000:000000,27:520:04178:554266:0000:000000,26,male,True,22396.627370293387,"walk,pt,taxi,ride,auto_rickshaw",work,walk,31900.492878740584,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_360,27:518:99999:802794:1565:000000,27:518:99999:802794:1564:000000,26,male,True,36123.207101967324,"walk,pt,taxi,auto_rickshaw",work,pt,32684.768731196786,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_361,27:518:99999:802794:1873:000000,27:518:99999:802794:1770:000000,53,female,True,22894.73756574119,"walk,pt,taxi,auto_rickshaw",work,taxi,30609.567026359728,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_362,27:517:04163:552380:0000:000000,27:517:04163:552293:0000:000000,6,male,False,15920.018535004281,"walk,pt",education,pt,31538.947400917714,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_363,27:518:99999:802794:2080:000000,27:518:99999:802794:2281:000000,30,female,False,50354.5143764413,"walk,pt,car,taxi,ride,auto_rickshaw",other,car,38332.07097610697,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_364,27:518:99999:802794:2080:000000,27:518:99999:802794:1249:000000,7,female,False,19937.120534858546,"walk,pt",education,walk,26876.574475944413,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_365,27:518:99999:802794:1460:000000,27:518:99999:802794:1460:000000,27,female,True,14643.753304386475,"walk,pt,taxi,auto_rickshaw",work,walk,32989.039137093314,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_366,27:520:04174:553556:0000:000000,27:520:04173:553514:0001:000000,39,female,True,52011.4753155506,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,35141.396685964646,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_367,27:518:99999:802794:2385:000000,27:518:99999:802794:2385:000000,6,male,False,23704.396572070294,"walk,pt",education,pt,32324.552848816587,21600,synthetic_from_historical_marginals_and_provisional_assumptions
