person_id,tour_index,purpose,location_id,destination_geography_id,x_m,y_m,duration_s,initial_mode,source,destination_source
baseline_236,0,education,osm_way_1556482880,27:518:99999:802794:1048:000000,273266.1772085413,2111683.84462104,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_237,0,education,osm_way_626376045,27:518:99999:802794:2080:000000,280449.4481639912,2108027.38811484,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_238,0,work,osm_way_957445433,27:517:04168:552980:0000:000000,301954.5048303859,2124788.222304785,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_239,0,work,census_27:519:99999:802794:0732:000000,27:519:99999:802794:0732:000000,275615.35843276,2105475.528990775,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_240,0,work,osm_node_7656617422,27:520:04177:554204:0001:000000,275556.7024045526,2063539.4884632393,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_240,1,social,osm_node_13377836011,27:520:04177:554109:0000:000000,289326.17784787074,2067746.7505415422,3930,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_242,0,education,osm_way_1120635381,27:518:99999:802794:2385:000000,282389.9425298538,2118949.4425367224,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_243,0,education,osm_way_573585815,27:517:04165:552450:0000:000000,290331.70267740084,2109120.0159688443,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_246,0,education,osm_way_204885504,27:518:99999:802794:1352:000000,271242.12299970345,2117375.0575473476,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_247,0,work,osm_node_1643263943,27:518:99999:802794:2179:000000,279020.749235549,2107962.0395363695,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_247,1,shopping,osm_node_12842081707,27:518:99999:802794:1351:000000,271390.35952896567,2113461.575823034,1425,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_248,0,work,osm_way_144021909,,288740.3326938088,2110444.708800398,28800,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_249,0,work,osm_node_13589497375,27:518:99999:802794:1352:000000,271106.5534160401,2118224.733599688,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_250,0,shopping,osm_node_13094995273,27:518:99999:802794:1144:000000,272370.8678740973,2109524.291621887,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_251,0,work,osm_node_9132850203,27:518:99999:802794:1352:000000,272006.0418935254,2116359.941113611,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_252,0,work,osm_way_352942174,27:518:99999:802794:1460:000000,273631.931208214,2120130.0209220033,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_254,0,education,osm_way_27054865,27:518:99999:802794:1350:000000,272913.43762581947,2114044.514191957,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_255,0,social,osm_way_1186783956,27:519:99999:802794:0933:000000,274451.38164482964,2106503.6414467376,3450,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_255,1,leisure,osm_node_12848913150,27:518:99999:802794:1351:000000,271320.1837873665,2114016.7906116704,5670,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_256,0,education,osm_way_923727718,27:517:04163:552190:0000:000000,265014.5544051273,2193286.606050409,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_257,0,education,census_27:517:04163:552252:0000:000000,27:517:04163:552252:0000:000000,260166.64035630127,2181542.3329017404,21600,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_258,0,shopping,osm_node_11121021768,27:518:99999:802794:2180:000000,281665.1289745,2106757.2975292397,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_259,0,work,osm_way_416402984,27:520:04172:553350:0001:000000,280660.91379471123,2089167.8178342734,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_259,1,shopping,osm_node_5506319436,27:518:99999:802794:1145:000000,274888.26279209077,2109348.8599117035,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_259,2,social,census_27:518:99999:802794:1045:000000,27:518:99999:802794:1045:000000,272137.03433979634,2108560.285692063,3390,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_260,0,work,osm_node_10269226298,27:518:99999:802794:1874:000000,275734.1223134127,2130407.8427340584,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_261,0,work,osm_way_352921869,27:518:99999:802794:1874:000000,275316.5597941738,2131104.954896129,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_263,0,education,osm_way_204887184,27:518:99999:802794:1459:000000,275641.6408118748,2120987.4402016783,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_264,0,work,census_27:518:99999:802794:1357:000000,27:518:99999:802794:1357:000000,272880.91383902496,2118102.0730250985,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_265,0,work,osm_node_7285248090,,266665.22653343,2232376.403297173,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_265,1,social,osm_way_262514002,27:517:04157:551571:0000:000000,284152.6694869372,2225729.523283761,3420,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_269,0,social,osm_node_3133194581,27:518:99999:802794:2179:000000,278336.06388053676,2108171.90827833,3450,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_271,0,social,census_27:517:04166:552659:0000:000000,27:517:04166:552659:0000:000000,299325.4751862426,2129494.825041621,3930,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_271,1,shopping,osm_way_354013912,27:517:04168:552980:0000:000000,298817.2230684996,2127761.781848863,1515,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_272,0,work,osm_node_7050603512,27:518:99999:802794:2384:000000,282404.2770751916,2114665.4984766706,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_276,0,work,census_27:517:04163:552277:0000:000000,27:517:04163:552277:0000:000000,273929.0907322457,2174129.399768804,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_277,0,leisure,osm_way_1219828713,,276728.5343868205,2134535.2030753894,5460,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_278,0,work,osm_node_6888360878,27:520:04173:553365:0000:000000,297186.221216109,2109992.6749360384,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_278,1,social,osm_node_13649051824,27:520:04175:553703:0000:000000,317098.526326668,2097442.962141607,3390,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_279,0,leisure,osm_way_668730750,27:519:99999:802794:0731:000000,274353.8995248377,2104667.288082266,5670,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_280,0,shopping,osm_node_860314687,27:519:99999:802794:0310:000000,271519.91845437454,2097781.9604691477,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_281,0,education,osm_node_10244121907,27:518:99999:802794:1667:000000,273527.0072694061,2124674.5828647604,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_282,0,work,osm_node_12920034791,27:518:99999:802794:1351:000000,271445.8448549812,2112191.0363338646,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_283,0,work,osm_node_7052833529,27:518:99999:802794:1668:000000,274866.6704364085,2124502.9288521796,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_283,1,social,osm_node_10259396176,27:518:99999:802794:2487:000000,284943.71133309125,2121655.7917424846,3450,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_284,0,education,census_27:520:04175:553737:0000:000000,27:520:04175:553737:0000:000000,312054.9885500598,2086398.8932108204,21600,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_285,0,work,osm_node_13760931113,,289108.1736166888,2117945.0451945704,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_285,1,shopping,osm_way_1499094544,27:517:04167:552748:0000:000000,334625.35160053667,2171125.2688486576,1515,motorbike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_286,0,leisure,osm_node_12536403663,27:518:99999:802794:1043:000000,273048.9241306042,2110409.718953297,5460,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_287,0,work,census_27:518:99999:802794:1256:000000,27:518:99999:802794:1256:000000,275059.69013904536,2117031.9601191524,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_287,1,leisure,census_27:517:04166:552636:0000:000000,27:517:04166:552636:0000:000000,305752.19627780933,2132922.5507583665,5160,motorbike,synthetic_provisional_activity,historical_population_location_proxy
baseline_288,0,work,osm_node_7040968857,27:518:99999:802794:2487:000000,284719.6991279558,2121533.228592729,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_288,1,social,census_27:518:99999:802794:1256:000000,27:518:99999:802794:1256:000000,275059.69013904536,2117031.9601191524,3450,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_289,0,work,osm_node_7046917434,27:519:99999:802794:0421:000000,269321.74666778266,2099370.239279645,28800,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_289,1,shopping,osm_way_1151900446,,312169.26713191485,2051066.598612104,4320,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_291,0,work,census_27:518:99999:802794:2281:000000,27:518:99999:802794:2281:000000,281467.3064065525,2110653.8728678166,28800,ride,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_292,0,education,osm_way_622819468,27:518:99999:802794:2385:000000,280822.87771146116,2117036.18864436,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_293,0,work,osm_node_12926034671,27:518:99999:802794:1144:000000,272232.7981905529,2109085.032625145,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_293,1,shopping,osm_node_14134730698,27:519:99999:802794:0732:000000,275255.90223639936,2106917.003522534,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_294,0,leisure,osm_node_11452008048,27:518:99999:802794:1978:000000,277176.49679705355,2111298.70292477,5460,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_294,1,shopping,census_27:519:99999:802794:0732:000000,27:519:99999:802794:0732:000000,275615.35843276,2105475.528990775,4380,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_295,0,education,osm_node_814445159,27:518:99999:802794:1770:000000,272620.004876857,2127962.2738641226,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_296,0,work,osm_node_12829755257,,284970.70386991475,2124391.068967572,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_299,0,education,census_27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,281829.4850095999,2108758.9792374205,21600,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_300,0,work,census_27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,281829.4850095999,2108758.9792374205,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_302,0,education,osm_relation_21294073,27:518:99999:802794:1141:000000,271228.7642078443,2108364.61142761,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_303,0,leisure,census_27:519:99999:802794:0315:000000,27:519:99999:802794:0315:000000,270722.51434203796,2096567.0247555529,5670,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_304,0,education,osm_way_972353153,27:520:04174:553600:0000:000000,344493.50413235975,2103828.229771856,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_305,0,work,census_27:518:99999:802794:1975:000000,27:518:99999:802794:1975:000000,276985.86472035584,2110211.8686012654,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_305,1,shopping,osm_node_12863834833,27:518:99999:802794:2487:000000,282407.5159239358,2120745.6944025047,1425,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_306,0,work,osm_node_7044581247,27:518:99999:802794:2180:000000,276767.844806631,2104959.5751866573,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_307,0,work,osm_node_6003278828,27:518:99999:802794:1140:000000,271616.8096334807,2108199.378730856,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_307,1,shopping,osm_node_12848913196,27:518:99999:802794:1351:000000,271327.60254907684,2114182.6814785153,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_308,0,social,census_27:517:04168:552985:0000:000000,27:517:04168:552985:0000:000000,298919.6654176925,2123373.083846364,3930,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_309,0,leisure,osm_node_7499053622,27:519:99999:802794:0525:000000,271514.3779725852,2098014.788232602,5670,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_310,0,education,osm_node_12129208196,,275807.4608737688,2134442.7419654913,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_311,0,shopping,osm_node_12378712650,27:518:99999:802794:1139:000000,272228.6360372098,2108172.719248783,4380,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_312,0,work,osm_node_12596420290,,290613.0187982742,2113491.53187012,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_312,1,shopping,osm_node_12445990375,27:518:99999:802794:1352:000000,271242.38466303993,2118013.8396829735,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_314,0,shopping,osm_node_13906434123,27:520:04173:553517:0001:000000,295184.7224834408,2100670.948474707,1515,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_317,0,education,osm_way_1276178438,27:520:04177:554019:0000:000000,278573.4924725365,2073154.959943417,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_318,0,work,osm_way_113716576,27:519:99999:802794:0934:000000,272566.83502374263,2105891.400158316,28800,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_318,1,shopping,osm_node_13094995273,27:518:99999:802794:1144:000000,272370.8678740973,2109524.291621887,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_321,0,work,osm_node_3218583001,27:518:99999:802794:2080:000000,281075.6050084364,2109316.256864356,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_321,1,social,osm_node_10567833876,27:518:99999:802794:1140:000000,270760.8711423228,2107410.027141037,3390,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_323,0,work,osm_node_7656428231,,263101.1675272059,2211902.2824588614,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_323,1,shopping,osm_node_6813459386,27:517:04158:551612:0000:000000,270255.7540295732,2208151.6834656466,4320,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_324,0,work,osm_way_982284489,27:518:99999:802794:1352:000000,271468.6497871203,2117910.3867143127,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_326,0,work,osm_node_1864767851,,286858.6906131463,2126012.896004577,28800,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_327,0,education,osm_way_626185282,27:518:99999:802794:2179:000000,279622.0281794352,2108793.4711346077,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_328,0,education,osm_node_10258986636,27:518:99999:802794:1769:000000,271923.9469213539,2127321.8346636742,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_329,0,social,census_27:517:04162:552085:0000:000000,27:517:04162:552085:0000:000000,301871.5369666973,2165097.2484393213,3930,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_330,0,leisure,osm_way_262513714,27:517:04157:551571:0000:000000,283430.5629970989,2225955.42082381,5160,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_332,0,education,osm_node_3069741727,27:517:04157:551534:0000:000000,280001.70791192143,2235953.1210924704,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_333,0,work,census_27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,281829.4850095999,2108758.9792374205,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_333,1,shopping,osm_node_3951532233,27:518:99999:802794:1351:000000,272537.3555693538,2112265.0914565665,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_333,2,social,osm_way_1378817666,27:518:99999:802794:2487:000000,283727.48978836206,2121806.8562143166,3390,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_334,0,shopping,osm_node_6144044196,,331184.09231700655,2166580.624485761,4320,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_334,1,social,osm_node_13671648043,,349779.0374088399,2178496.0579754314,3420,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_336,0,education,osm_node_7434309486,27:519:99999:802794:0836:000000,271615.15576145693,2102887.3352441415,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_337,0,work,osm_node_5877843885,27:518:99999:802794:2385:000000,281170.19791001116,2116386.137396181,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_337,1,shopping,osm_node_9557210984,27:517:04160:551935:0000:000000,310424.37665694894,2195864.1821262264,1515,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_338,0,leisure,census_27:518:99999:802794:2486:000000,27:518:99999:802794:2486:000000,285704.782862345,2119427.9958312092,5670,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_339,0,work,osm_node_7664032193,27:519:99999:802794:0102:000000,271755.6585353619,2093712.15533329,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_340,0,education,osm_node_10718967977,27:517:04166:552682:0001:000000,294006.4806713088,2134735.6560554705,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_342,0,education,osm_way_979371201,27:519:99999:802794:0527:000000,271065.465006095,2099291.277734302,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_343,0,work,census_27:520:04177:554029:0000:000000,27:520:04177:554029:0000:000000,276470.0590009882,2068777.7964483034,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_343,1,social,osm_way_1219004297,27:520:04178:554254:0000:000000,282622.4789400467,2029813.0821562447,3420,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_344,0,work,osm_node_9024157417,27:518:99999:802794:2180:000000,279210.5688372147,2107202.6335891015,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_345,0,work,osm_node_12085015054,27:518:99999:802794:2385:000000,283137.5017784228,2119458.5996661093,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_346,0,work,osm_way_353161075,,286333.7760312422,2125882.8318320177,28800,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_346,1,leisure,census_27:518:99999:802794:1256:000000,27:518:99999:802794:1256:000000,275059.69013904536,2117031.9601191524,5670,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_348,0,leisure,osm_way_1008842050,27:518:99999:802794:2384:000000,282222.7875061838,2114073.7232615873,5670,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_348,1,shopping,osm_node_5609870135,27:518:99999:802794:1668:000000,276406.7403095875,2125495.1142088226,1425,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_349,0,work,osm_node_11811080872,27:517:04168:553000:0000:000000,301698.3090593973,2119545.74499476,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_350,0,leisure,osm_node_11341347607,27:518:99999:802794:1353:000000,270465.00330068934,2116651.590688391,5670,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_351,0,work,osm_way_921429508,,286714.3696071233,2125126.6036984194,28800,motorbike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_351,1,shopping,osm_way_921429531,,286757.77072285424,2125186.3918532375,4320,bike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_352,0,leisure,osm_way_314529243,27:518:99999:802794:2284:000000,280954.8608729923,2112987.8181849546,5460,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_352,1,social,census_27:518:99999:802794:1667:000000,27:518:99999:802794:1667:000000,271948.5827267985,2125269.1554283737,3390,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_355,0,work,osm_way_204884865,27:518:99999:802794:1352:000000,271252.7159445553,2116597.645849429,28800,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_357,0,education,osm_way_921577669,,263867.0169128908,2192140.356713879,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_358,0,work,census_27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,278238.9955045299,2113444.001519714,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_358,1,leisure,osm_way_937092482,,289354.61747291393,2115487.5135554587,5670,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_359,0,work,osm_node_11909205493,27:520:04181:554565:0000:000000,322005.2040137762,2032190.3010380722,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_360,0,work,osm_way_1133067323,27:518:99999:802794:1565:000000,269536.67655937234,2124020.3265555697,28800,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_361,0,work,osm_node_2726744170,27:519:99999:802794:0934:000000,272791.5079837478,2105401.7085474455,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_362,0,education,osm_node_5663434437,,266577.0715247893,2178501.6425795252,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_364,0,education,osm_way_122294390,27:518:99999:802794:2180:000000,280339.7713793234,2106639.304665193,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_365,0,work,census_27:518:99999:802794:1460:000000,27:518:99999:802794:1460:000000,272083.9891974064,2120109.129958732,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_366,0,work,census_27:520:04173:553514:0001:000000,27:520:04173:553514:0001:000000,300810.67795636546,2105119.102040299,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_367,0,education,osm_way_638497542,,286301.29708516813,2123584.25026783,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_369,0,work,osm_node_13371375744,,347879.2051997541,2075082.9422456333,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_373,0,shopping,osm_node_4119416793,27:518:99999:802794:2487:000000,284893.87165348383,2121040.23723797,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_374,0,education,osm_node_3207212808,27:518:99999:802794:2385:000000,282064.49400738475,2118784.3205307284,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_375,0,shopping,osm_node_11890792878,27:518:99999:802794:1352:000000,272441.97229796066,2117292.8994698767,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_376,0,work,osm_way_978824059,27:519:99999:802794:0101:000000,269405.3768794329,2092076.27612801,28800,motorbike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_377,0,work,osm_node_2820428444,27:518:99999:802794:1668:000000,275128.0046041844,2124540.1991667873,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_378,0,work,osm_node_7225067278,,305794.5824514062,2124969.9891433395,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_378,1,shopping,osm_node_12303892493,27:518:99999:802794:2284:000000,281839.1176302413,2114365.3358411943,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_379,0,work,osm_node_12875122173,27:518:99999:802794:2486:000000,285649.2862668447,2121506.825498684,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_380,0,work,osm_node_11464738789,27:518:99999:802794:2282:000000,278664.7115401855,2111237.0132826907,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_380,1,social,osm_way_1187638397,27:518:99999:802794:2385:000000,278668.41858644766,2116429.6963478196,3390,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_381,0,work,osm_node_14051563677,27:519:99999:802794:0207:000000,271902.04920479114,2096567.890897179,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_381,1,social,census_27:518:99999:802794:2179:000000,27:518:99999:802794:2179:000000,278652.0681987846,2108855.5401041145,3390,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_382,0,work,osm_node_13240703262,27:518:99999:802794:1353:000000,270974.7845732392,2116617.6824193685,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_382,1,shopping,osm_node_12960843832,27:518:99999:802794:1255:000000,276471.7916493603,2114560.0406172923,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_385,0,leisure,osm_way_310667226,27:519:99999:802794:0732:000000,275464.11013442534,2106390.9008216895,5670,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_386,0,education,osm_way_388196511,27:517:04167:552743:0000:000000,329630.04721980187,2167522.007159587,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_387,0,work,census_27:518:99999:802794:1667:000000,27:518:99999:802794:1667:000000,271948.5827267985,2125269.1554283737,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_388,0,social,osm_way_207844556,,307776.84493152716,2173979.051733924,3930,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_389,0,education,osm_way_979397734,27:519:99999:802794:0933:000000,273448.6648779729,2106057.157139512,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_390,0,work,osm_node_1236570448,27:517:04167:552870:0000:000000,319119.3245975149,2147949.1032606508,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_391,0,education,osm_node_7453717309,27:519:99999:802794:0933:000000,274010.4182342588,2106179.2587790135,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_393,0,work,osm_node_14180566817,27:518:99999:802794:1352:000000,271803.0870656708,2118747.6669208,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_393,1,shopping,osm_node_14051490345,27:519:99999:802794:0207:000000,271919.10159805685,2096533.1679410646,1425,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_393,2,social,osm_way_120170849,27:519:99999:802794:0934:000000,272583.9792567423,2105730.379865179,3450,motorbike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_394,0,social,osm_node_6235479538,,291810.01715873706,2121265.423292013,3930,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
