person_id,mode,departure_s,origin_link_id,destination_link_id,gate_axis,source,od_status
background_truck_217,truck,42303,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_218,truck,18704,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_219,truck,43627,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_220,truck,57779,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_221,truck,58995,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_222,truck,73422,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_223,truck,81858,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_224,truck,10989,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_225,truck,49547,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_226,truck,16027,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_227,truck,71574,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_228,truck,82487,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_229,truck,60467,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_230,truck,32172,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_231,truck,60590,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_232,truck,70332,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_233,truck,7702,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_234,truck,10000,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_235,truck,16274,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_236,truck,22218,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_237,truck,47761,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_238,truck,11090,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_239,truck,58624,99494,605798,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_240,truck,82658,164124,99494,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_241,truck,47820,605798,99494,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_truck_242,truck,31521,99494,164124,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_0,freight_rail,49688,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_1,freight_rail,42352,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_2,freight_rail,14735,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_3,freight_rail,27025,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_4,freight_rail,75321,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_5,freight_rail,50071,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_6,freight_rail,19068,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_7,freight_rail,65284,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_8,freight_rail,66636,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_9,freight_rail,61281,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_10,freight_rail,78113,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_11,freight_rail,21833,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_12,freight_rail,16420,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_13,freight_rail,2350,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_14,freight_rail,5297,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_15,freight_rail,49203,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_16,freight_rail,75633,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_17,freight_rail,32223,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_18,freight_rail,38224,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_19,freight_rail,55692,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_20,freight_rail,30590,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_21,freight_rail,36803,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_22,freight_rail,296,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_23,freight_rail,60514,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_24,freight_rail,35841,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_25,freight_rail,75098,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_26,freight_rail,49185,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_27,freight_rail,28550,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_28,freight_rail,8473,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_29,freight_rail,45747,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_30,freight_rail,44644,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_31,freight_rail,4272,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_32,freight_rail,3404,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_33,freight_rail,5527,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_34,freight_rail,31610,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_35,freight_rail,80879,698607,738773,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_36,freight_rail,14424,355029,698607,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_37,freight_rail,72255,738773,698607,east,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
background_freight_rail_38,freight_rail,38847,698607,355029,north,modelled_provisional_background_from_historical_controls,port_locality_and_connected_research_network_extremities_not_observed_od
