parent_type,parent_id,parent_relation_type,member_sequence,member_role,referenced_type,referenced_id,reason
relation,2858891,route,159,,way,1286215010,absent_entity
relation,2858891,route,160,,way,204724343,absent_entity
relation,2858891,route,161,,way,1286225719,absent_entity
relation,2858891,route,162,,way,1286225720,absent_entity
relation,2858891,route,163,,way,1286231993,absent_entity
relation,2858891,route,164,,way,1286231996,absent_entity
relation,2858891,route,165,,way,1286231999,absent_entity
relation,2858891,route,166,,way,1286232000,absent_entity
relation,2858891,route,167,,way,1287267833,absent_entity
relation,2858891,route,168,,way,1287267834,absent_entity
relation,2858891,route,169,,way,204724344,absent_entity
relation,2858891,route,170,,way,219936847,absent_entity
relation,2858891,route,171,,way,1287285374,absent_entity
relation,2858891,route,172,,way,1287285375,absent_entity
relation,2858891,route,173,,way,1287289064,absent_entity
relation,2858891,route,174,,way,1287289065,absent_entity
relation,2858891,route,175,,way,1287293012,absent_entity
relation,2858891,route,176,,way,1287293013,absent_entity
relation,2858891,route,177,,way,1287297731,absent_entity
relation,2858891,route,178,,way,1287297732,absent_entity
relation,2858891,route,179,,way,1287316247,absent_entity
relation,2858891,route,180,,way,1287316248,absent_entity
relation,2858891,route,181,,way,219936845,absent_entity
relation,2858891,route,182,,way,1287332007,absent_entity
relation,2858891,route,183,,way,1287332006,absent_entity
relation,2858891,route,184,,way,172899631,absent_entity
relation,2858891,route,185,,way,1287358332,absent_entity
relation,2858891,route,186,,way,1287358333,absent_entity
relation,2858891,route,187,,way,172899632,absent_entity
relation,2858891,route,188,,way,1208142867,absent_entity
relation,2858891,route,189,,way,1287567513,absent_entity
relation,2858891,route,190,,way,1287567514,absent_entity
relation,2858891,route,191,,way,1287575650,absent_entity
relation,2858891,route,192,,way,1287575651,absent_entity
relation,2858891,route,193,,way,1208142868,absent_entity
relation,2858891,route,194,,way,231076781,absent_entity
relation,2858891,route,195,,way,231076782,absent_entity
relation,2858891,route,196,,way,1360884345,absent_entity
relation,2858891,route,197,,way,1360884344,absent_entity
relation,2858891,route,198,,way,1289792406,absent_entity
relation,2858891,route,199,,way,1289792404,absent_entity
relation,2858891,route,200,,way,313573262,absent_entity
relation,2858891,route,201,,way,662863409,absent_entity
relation,2858891,route,202,,way,662863404,absent_entity
relation,2858891,route,203,,way,1285939314,absent_entity
relation,2858891,route,204,,way,1285939315,absent_entity
relation,2858891,route,205,,way,842713879,absent_entity
relation,2858891,route,206,,way,1285933109,absent_entity
relation,2858891,route,207,,way,1285933110,absent_entity
relation,2858891,route,208,,way,313573248,absent_entity
relation,2858891,route,209,,way,1321770718,absent_entity
relation,2858891,route,210,,way,1321770716,absent_entity
relation,2858891,route,211,,way,1321770720,absent_entity
relation,2858891,route,212,,way,1285929071,absent_entity
relation,2858891,route,213,,way,1321770723,absent_entity
relation,2858891,route,214,,way,1285929070,absent_entity
relation,2858891,route,215,,way,1321770724,absent_entity
relation,2858891,route,216,,way,1321770714,absent_entity
relation,2858891,route,217,,way,219936851,absent_entity
relation,2858891,route,218,,way,680327972,absent_entity
relation,2858891,route,219,,way,1321771684,absent_entity
relation,2858891,route,220,,way,1321771679,absent_entity
relation,2858891,route,221,,way,1321771681,absent_entity
relation,2858891,route,222,,way,680327971,absent_entity
relation,2858891,route,223,,way,1321771685,absent_entity
relation,2858891,route,224,,way,1321771687,absent_entity
relation,2858891,route,225,,way,1321771688,absent_entity
relation,2858891,route,226,,way,219936852,absent_entity
relation,2858891,route,227,,way,1321772445,absent_entity
relation,2858891,route,228,,way,1321772444,absent_entity
relation,2858891,route,229,,way,680327836,absent_entity
relation,2858891,route,230,,way,1321772448,absent_entity
relation,2858891,route,231,,way,1321772450,absent_entity
relation,2858891,route,232,,way,1321772449,absent_entity
relation,2858891,route,233,,way,680327839,absent_entity
relation,2858891,route,234,,way,315602434,absent_entity
relation,2858891,route,235,,way,315602433,absent_entity
relation,2858891,route,236,,way,42807057,absent_entity
relation,2858891,route,237,,way,1069558644,absent_entity
relation,2858891,route,238,,way,1069558643,absent_entity
relation,2858891,route,239,,way,315602435,absent_entity
relation,2858891,route,240,,way,315602432,absent_entity
relation,2858891,route,241,,way,1289812309,absent_entity
relation,2858891,route,242,,way,1289812308,absent_entity
relation,2858891,route,243,,way,544226387,absent_entity
relation,2858891,route,244,,way,544226388,absent_entity
relation,2858891,route,245,,way,1305420118,absent_entity
relation,2858891,route,246,,way,544226386,absent_entity
relation,2858891,route,247,,way,43194567,absent_entity
relation,2858891,route,248,,way,1080193371,absent_entity
relation,2858891,route,249,,way,238873771,absent_entity
relation,2858891,route,250,,way,43194589,absent_entity
relation,2858891,route,251,,way,639627330,absent_entity
relation,2858891,route,252,,way,1530748771,absent_entity
relation,2858891,route,253,,way,1530748767,absent_entity
relation,2858891,route,254,,way,1281082136,absent_entity
relation,2858891,route,255,,way,1281082135,absent_entity
relation,2858891,route,256,,way,639627329,absent_entity
relation,2858891,route,257,,way,1201879486,absent_entity
relation,2858891,route,258,,way,1508724403,absent_entity
relation,2858891,route,259,,way,1508724406,absent_entity
relation,2858891,route,260,,way,1247582185,absent_entity
relation,2858891,route,261,,way,1201879489,absent_entity
relation,2858891,route,262,,way,1508745566,absent_entity
relation,2858891,route,263,,way,1508745565,absent_entity
relation,2858891,route,264,,way,43194590,absent_entity
relation,2858891,route,265,,way,776902094,absent_entity
relation,2858891,route,266,,way,776902093,absent_entity
relation,2858891,route,267,,way,176033250,absent_entity
relation,2858891,route,268,,way,1272707202,absent_entity
relation,2858891,route,269,,way,761015522,absent_entity
relation,2858891,route,270,,way,759811222,absent_entity
relation,2858891,route,271,,way,759811221,absent_entity
relation,2858891,route,272,,way,1314304862,absent_entity
relation,2858891,route,273,,way,708756205,absent_entity
relation,2858891,route,274,,way,1036043401,absent_entity
relation,2858891,route,275,,way,1036043400,absent_entity
relation,2858891,route,276,,way,1314304859,absent_entity
relation,2858891,route,277,,way,708756206,absent_entity
relation,2858891,route,278,,way,1314301484,absent_entity
relation,2858891,route,279,,way,1314301483,absent_entity
relation,2858891,route,280,,way,369509905,absent_entity
relation,2858891,route,281,,way,1314301485,absent_entity
relation,2858891,route,282,,way,369509906,absent_entity
relation,2858891,route,283,,way,1314301486,absent_entity
relation,2858891,route,284,,way,177939571,absent_entity
relation,2858891,route,285,,way,565835323,absent_entity
relation,2858891,route,286,,way,926545768,absent_entity
relation,2858891,route,287,,way,847432398,absent_entity
relation,2858891,route,288,,way,926545767,absent_entity
relation,2858891,route,289,,way,1318326135,absent_entity
relation,2858891,route,290,,way,926526715,absent_entity
relation,2858891,route,291,,way,926526714,absent_entity
relation,2858891,route,292,,way,926545762,absent_entity
relation,2858891,route,293,,way,926545761,absent_entity
relation,2858891,route,294,,way,51357071,absent_entity
relation,2858891,route,295,,way,1318299200,absent_entity
relation,2858891,route,296,,way,929751462,absent_entity
relation,2858891,route,297,,way,215380084,absent_entity
relation,2858891,route,298,,way,1318299202,absent_entity
relation,2858891,route,299,,way,1318299204,absent_entity
relation,2858891,route,300,,way,215380089,absent_entity
relation,2858891,route,338,,way,565835322,absent_entity
relation,2858891,route,339,,way,1318326934,absent_entity
relation,2858891,route,340,,way,1318326939,absent_entity
relation,2858891,route,341,,way,927140633,absent_entity
relation,2858891,route,342,,way,927140632,absent_entity
relation,2858891,route,343,,way,229184948,absent_entity
relation,2858891,route,344,,way,1318326134,absent_entity
relation,2858891,route,345,,way,1318326131,absent_entity
relation,2858891,route,346,,way,1318326130,absent_entity
relation,2858891,route,347,,way,229184950,absent_entity
relation,2858891,route,348,,way,1318326935,absent_entity
relation,2858891,route,349,,way,1318326938,absent_entity
relation,2858891,route,350,,way,229184955,absent_entity
relation,2858891,route,351,,way,929596592,absent_entity
relation,2858891,route,352,,way,929596593,absent_entity
relation,2858891,route,353,,way,929596594,absent_entity
relation,2858891,route,354,,way,929596595,absent_entity
relation,2858891,route,355,,way,229184949,absent_entity
relation,2858891,route,356,,way,929596600,absent_entity
relation,2858891,route,357,,way,929596601,absent_entity
relation,2858891,route,358,,way,229184945,absent_entity
relation,2858891,route,359,,way,929586679,absent_entity
relation,2858891,route,360,,way,929586680,absent_entity
relation,2858891,route,361,,way,229184958,absent_entity
relation,2858891,route,362,,way,925041053,absent_entity
relation,2858891,route,363,,way,925041054,absent_entity
relation,2858891,route,364,,way,925041052,absent_entity
relation,2858891,route,365,,way,925041051,absent_entity
relation,2858891,route,366,,way,173529517,absent_entity
relation,2858891,route,367,,way,924734784,absent_entity
relation,2858891,route,368,,way,924734780,absent_entity
relation,2858891,route,369,,way,924734781,absent_entity
relation,2858891,route,370,,way,924734785,absent_entity
relation,2858891,route,371,,way,172933069,absent_entity
relation,2858891,route,372,,way,182389635,absent_entity
relation,2858891,route,373,,way,203134413,absent_entity
relation,2858891,route,374,,way,203134430,absent_entity
relation,2858891,route,375,,way,203134420,absent_entity
relation,2858891,route,376,,way,1361654830,absent_entity
relation,2858891,route,377,,way,1361654833,absent_entity
relation,2858891,route,378,,way,1361654831,absent_entity
relation,2858891,route,379,,way,1361654823,absent_entity
relation,2858891,route,380,,way,1361654835,absent_entity
relation,2858891,route,381,,way,1361655512,absent_entity
relation,2858891,route,382,,way,1361655516,absent_entity
relation,2858891,route,383,,way,1361655513,absent_entity
relation,2858891,route,384,,way,1361655515,absent_entity
relation,2858891,route,385,,way,1361656221,absent_entity
relation,2858891,route,386,,way,1361656225,absent_entity
relation,2858891,route,387,,way,1361656222,absent_entity
relation,2858891,route,388,,way,1361656228,absent_entity
relation,2858891,route,389,,way,203134407,absent_entity
relation,2858891,route,390,,way,1320687899,absent_entity
relation,2858891,route,391,,way,1320687898,absent_entity
relation,2858891,route,392,,way,1202235376,absent_entity
relation,2858891,route,393,,way,1202235375,absent_entity
relation,2858891,route,394,,way,1320687902,absent_entity
relation,2858891,route,395,,way,1320687903,absent_entity
relation,2858891,route,396,,way,182389638,absent_entity
relation,2858891,route,397,,way,259505817,absent_entity
relation,2858891,route,398,,way,70027198,absent_entity
relation,2858891,route,399,,way,203134426,absent_entity
relation,2858891,route,400,,way,203134419,absent_entity
relation,2858891,route,401,,way,203134431,absent_entity
relation,2858891,route,402,,way,203134411,absent_entity
relation,2858891,route,403,,way,203134424,absent_entity
relation,2858891,route,404,,way,203134412,absent_entity
relation,2858891,route,405,,way,203134403,absent_entity
relation,2858891,route,406,,way,203134416,absent_entity
relation,2858891,route,407,,way,203134404,absent_entity
relation,2858891,route,408,,way,203134410,absent_entity
relation,2858891,route,409,,way,1361648184,absent_entity
relation,2858891,route,410,,way,1361648191,absent_entity
relation,2858891,route,411,,way,1361648185,absent_entity
relation,2858891,route,412,,way,1361648189,absent_entity
relation,2858891,route,413,,way,70027177,absent_entity
relation,2858891,route,414,,way,180051063,absent_entity
relation,2858891,route,415,,way,1361647089,absent_entity
relation,2858891,route,416,,way,1361647087,absent_entity
relation,2858891,route,417,,way,1361647085,absent_entity
relation,2858891,route,418,,way,1361647082,absent_entity
relation,2858891,route,419,,way,180051078,absent_entity
relation,2858891,route,420,,way,219908055,absent_entity
relation,2858891,route,421,,way,219908053,absent_entity
relation,2858891,route,422,,way,70027064,absent_entity
relation,2858891,route,423,,way,1361644799,absent_entity
relation,2858891,route,424,,way,1361644796,absent_entity
relation,2858891,route,425,,way,1361644795,absent_entity
relation,2858891,route,426,,way,1361644793,absent_entity
relation,2858891,route,427,,way,171756971,absent_entity
relation,2858891,route,428,,way,171756970,absent_entity
relation,2858891,route,429,,way,1020354979,absent_entity
relation,2858891,route,430,,way,180051140,absent_entity
relation,2858891,route,431,,way,219905975,absent_entity
relation,2858891,route,432,,way,219905982,absent_entity
relation,2858891,route,433,,way,1361643906,absent_entity
relation,2858891,route,434,,way,1361643904,absent_entity
relation,2858891,route,435,,way,1361643901,absent_entity
relation,2858891,route,436,,way,1361643908,absent_entity
relation,2858891,route,437,,way,219906938,absent_entity
relation,2858891,route,438,,way,219906939,absent_entity
relation,2858891,route,439,,way,180051103,absent_entity
relation,2858891,route,440,,way,219905980,absent_entity
relation,2858891,route,441,,way,219905976,absent_entity
relation,2858891,route,442,,way,219905973,absent_entity
relation,2858891,route,443,,way,219905974,absent_entity
relation,2858891,route,444,,way,219886482,absent_entity
relation,2858891,route,445,,way,1361642987,absent_entity
relation,2858891,route,446,,way,1361642984,absent_entity
relation,2858891,route,447,,way,1361642986,absent_entity
relation,2858891,route,448,,way,1361642981,absent_entity
relation,2858891,route,449,,way,1361642472,absent_entity
relation,2858891,route,450,,way,1361642469,absent_entity
relation,2858891,route,451,,way,1361642470,absent_entity
relation,2858891,route,452,,way,1361642468,absent_entity
relation,2858891,route,453,,way,1361642136,absent_entity
relation,2858891,route,454,,way,1361642137,absent_entity
relation,2858891,route,455,,way,1361642138,absent_entity
relation,2858891,route,456,,way,1361642133,absent_entity
relation,2858891,route,457,,way,1361641166,absent_entity
relation,2858891,route,458,,way,1361641163,absent_entity
relation,2858891,route,459,,way,1361641164,absent_entity
relation,2858891,route,460,,way,1361641162,absent_entity
relation,2858891,route,461,,way,219886484,absent_entity
relation,2858891,route,462,,way,70027140,absent_entity
relation,2858891,route,467,,way,1361638167,absent_entity
relation,2858891,route,468,,way,1361638165,absent_entity
relation,2858891,route,469,,way,1361638164,absent_entity
relation,2858891,route,470,,way,1361638169,absent_entity
relation,2858891,route,471,,way,219885866,absent_entity
relation,2858891,route,472,,way,219885847,absent_entity
relation,2858891,route,473,,way,1361641155,absent_entity
relation,2858891,route,474,,way,1361641152,absent_entity
relation,2858891,route,475,,way,1361641153,absent_entity
relation,2862636,route,1,,way,809069787,absent_entity
relation,2862636,route,2,,way,1308771368,absent_entity
relation,2862636,route,3,,way,1308771369,absent_entity
relation,2862636,route,4,,way,219926178,absent_entity
relation,2862636,route,5,,way,1318295959,absent_entity
relation,2862636,route,6,,way,1318295958,absent_entity
relation,2862636,route,7,,way,1309536511,absent_entity
relation,2862636,route,8,,way,1318295953,absent_entity
relation,2862636,route,9,,way,1318295954,absent_entity
relation,2862636,route,10,,way,1309536509,absent_entity
relation,2862636,route,11,,way,460893239,absent_entity
relation,2862636,route,12,,way,1318298071,absent_entity
relation,2862636,route,13,,way,219926170,absent_entity
relation,2862636,route,14,,way,1318298072,absent_entity
relation,2862636,route,15,,way,460893235,absent_entity
relation,2862636,route,16,,way,1318298070,absent_entity
relation,2862636,route,17,,way,180042117,absent_entity
relation,2862636,route,18,,way,382666125,absent_entity
relation,2862636,route,19,,way,382666128,absent_entity
relation,2862636,route,20,,way,1318299205,absent_entity
relation,2862636,route,21,,way,1318299203,absent_entity
relation,2862636,route,22,,way,215380085,absent_entity
relation,2862636,route,23,,way,929751461,absent_entity
relation,2862636,route,24,,way,1318299201,absent_entity
relation,2862636,route,25,,way,215380088,absent_entity
relation,2862636,route,26,,way,926545759,absent_entity
relation,2862636,route,27,,way,926545760,absent_entity
relation,2862636,route,28,,way,926526712,absent_entity
relation,2862636,route,29,,way,926526713,absent_entity
relation,2862636,route,30,,way,1318326136,absent_entity
relation,2862636,route,31,,way,926545766,absent_entity
relation,2862636,route,32,,way,926545765,absent_entity
relation,2862636,route,33,,way,847432397,absent_entity
relation,2862636,route,34,,way,565835320,absent_entity
relation,2862636,route,35,,way,565835321,absent_entity
relation,2862636,route,36,,way,1318326129,absent_entity
relation,2862636,route,37,,way,1318326132,absent_entity
relation,2862636,route,38,,way,1318326133,absent_entity
relation,2862636,route,39,,way,177939566,absent_entity
relation,2862636,route,40,,way,927140631,absent_entity
relation,2862636,route,41,,way,927140630,absent_entity
relation,2862636,route,42,,way,1318326940,absent_entity
relation,2862636,route,43,,way,1318326933,absent_entity
relation,2862636,route,44,,way,229184939,absent_entity
relation,2862636,route,45,,way,1318326937,absent_entity
relation,2862636,route,46,,way,1318326936,absent_entity
relation,2862636,route,47,,way,229184938,absent_entity
relation,2862636,route,48,,way,172916989,absent_entity
relation,2862636,route,49,,way,929596591,absent_entity
relation,2862636,route,50,,way,219920285,absent_entity
relation,2862636,route,51,,way,929596597,absent_entity
relation,2862636,route,52,,way,929596596,absent_entity
relation,2862636,route,53,,way,229184959,absent_entity
relation,2862636,route,54,,way,929596599,absent_entity
relation,2862636,route,55,,way,929596598,absent_entity
relation,2862636,route,56,,way,229184954,absent_entity
relation,2862636,route,57,,way,929586682,absent_entity
relation,2862636,route,58,,way,929586681,absent_entity
relation,2862636,route,59,,way,229184961,absent_entity
relation,2862636,route,60,,way,924734783,absent_entity
relation,2862636,route,61,,way,925041056,absent_entity
relation,2862636,route,62,,way,925041055,absent_entity
relation,2862636,route,63,,way,925041049,absent_entity
relation,2862636,route,64,,way,925041050,absent_entity
relation,2862636,route,65,,way,924734779,absent_entity
relation,2862636,route,66,,way,924734778,absent_entity
relation,2862636,route,67,,way,924734782,absent_entity
relation,2862636,route,68,,way,229184960,absent_entity
relation,2862636,route,69,,way,229184957,absent_entity
relation,2862636,route,70,,way,229184946,absent_entity
relation,2862636,route,71,,way,1042202131,absent_entity
relation,2862636,route,72,,way,1042202130,absent_entity
relation,2862636,route,73,,way,229184947,absent_entity
relation,2862636,route,74,,way,285556207,absent_entity
relation,2862636,route,75,,way,1323889780,absent_entity
relation,2862636,route,76,,way,1323889779,absent_entity
relation,2862636,route,77,,way,285556208,absent_entity
relation,2862636,route,78,,way,229184943,absent_entity
relation,2862636,route,79,,way,894089790,absent_entity
relation,2862636,route,80,,way,894089791,absent_entity
relation,2862636,route,81,,way,229184942,absent_entity
relation,2862636,route,82,,way,748958688,absent_entity
relation,2862636,route,83,,way,748958687,absent_entity
relation,2862636,route,84,,way,460895678,absent_entity
relation,2862636,route,86,,way,1314301487,absent_entity
relation,2862636,route,87,,way,27422277,absent_entity
relation,2862636,route,88,,way,1076237273,absent_entity
relation,2862636,route,89,,way,369509907,absent_entity
relation,2862636,route,90,,way,1314301488,absent_entity
relation,2862636,route,91,,way,1314301489,absent_entity
relation,2862636,route,92,,way,369509909,absent_entity
relation,2862636,route,93,,way,1314304860,absent_entity
relation,2862636,route,94,,way,708756204,absent_entity
relation,2862636,route,95,,way,1036043399,absent_entity
relation,2862636,route,96,,way,1036043402,absent_entity
relation,2862636,route,97,,way,1314304861,absent_entity
relation,2862636,route,98,,way,43194575,absent_entity
relation,2862636,route,99,,way,759811220,absent_entity
relation,2862636,route,100,,way,776902096,absent_entity
relation,2862636,route,101,,way,1216767955,absent_entity
relation,2862636,route,102,,way,776902095,absent_entity
relation,2862636,route,103,,way,759811219,absent_entity
relation,2862636,route,104,,way,1508745564,absent_entity
relation,2862636,route,105,,way,1508745563,absent_entity
relation,2862636,route,106,,way,1201879488,absent_entity
relation,2862636,route,107,,way,1201879487,absent_entity
relation,2862636,route,108,,way,1508724404,absent_entity
relation,2862636,route,109,,way,1508724405,absent_entity
relation,2862636,route,110,,way,639627331,absent_entity
relation,2862636,route,111,,way,639627332,absent_entity
relation,2862636,route,112,,way,1199347710,absent_entity
relation,2862636,route,113,,way,1281082137,absent_entity
relation,2862636,route,114,,way,1281082138,absent_entity
relation,2862636,route,115,,way,1530748766,absent_entity
relation,2862636,route,116,,way,1530748770,absent_entity
relation,2862636,route,117,,way,43194573,absent_entity
relation,2862636,route,118,,way,43194571,absent_entity
relation,2862636,route,119,,way,43194591,absent_entity
relation,2862636,route,120,,way,43194587,absent_entity
relation,2862636,route,121,,way,1080193372,absent_entity
relation,2862636,route,122,,way,62064191,absent_entity
relation,2862636,route,123,,way,43194568,absent_entity
relation,2862636,route,124,,way,43194580,absent_entity
relation,2862636,route,125,,way,43194581,absent_entity
relation,2862636,route,126,,way,62064192,absent_entity
relation,2862636,route,127,,way,1289812310,absent_entity
relation,2862636,route,128,,way,1289812311,absent_entity
relation,2862636,route,129,,way,42807059,absent_entity
relation,2862636,route,130,,way,315602437,absent_entity
relation,2862636,route,131,,way,315602438,absent_entity
relation,2862636,route,132,,way,1069558642,absent_entity
relation,2862636,route,133,,way,1069558641,absent_entity
relation,2862636,route,134,,way,53214859,absent_entity
relation,2862636,route,135,,way,315602436,absent_entity
relation,2862636,route,136,,way,680327838,absent_entity
relation,2862636,route,137,,way,1321772452,absent_entity
relation,2862636,route,138,,way,1321772451,absent_entity
relation,2862636,route,139,,way,680327837,absent_entity
relation,2862636,route,140,,way,1321772446,absent_entity
relation,2862636,route,141,,way,1321772447,absent_entity
relation,2862636,route,142,,way,315602439,absent_entity
relation,2862636,route,143,,way,1321771690,absent_entity
relation,2862636,route,144,,way,1321771689,absent_entity
relation,2862636,route,145,,way,1321771686,absent_entity
relation,2862636,route,146,,way,680327970,absent_entity
relation,2862636,route,147,,way,1321771682,absent_entity
relation,2862636,route,148,,way,1321771680,absent_entity
relation,2862636,route,149,,way,1321771683,absent_entity
relation,2862636,route,150,,way,680327969,absent_entity
relation,2862636,route,151,,way,219936849,absent_entity
relation,2862636,route,152,,way,1321770713,absent_entity
relation,2862636,route,153,,way,1321770725,absent_entity
relation,2862636,route,154,,way,1285929068,absent_entity
relation,2862636,route,155,,way,1321770722,absent_entity
relation,2862636,route,156,,way,1285929069,absent_entity
relation,2862636,route,157,,way,1321770721,absent_entity
relation,2862636,route,158,,way,1321770717,absent_entity
relation,2862636,route,159,,way,1321770719,absent_entity
relation,2862636,route,160,,way,388246711,absent_entity
relation,2862636,route,161,,way,1285933112,absent_entity
relation,2862636,route,162,,way,1285933111,absent_entity
relation,2862636,route,163,,way,842713878,absent_entity
relation,2862636,route,164,,way,219936843,absent_entity
relation,2862636,route,165,,way,1285939313,absent_entity
relation,2862636,route,166,,way,1285939312,absent_entity
relation,2862636,route,167,,way,662863424,absent_entity
relation,2862636,route,168,,way,662863429,absent_entity
relation,2862636,route,169,,way,313573259,absent_entity
relation,2862636,route,170,,way,1289792403,absent_entity
relation,2862636,route,171,,way,1289792405,absent_entity
relation,2862636,route,172,,way,313573265,absent_entity
relation,2862636,route,173,,way,1360884343,absent_entity
relation,2862636,route,174,,way,1360884342,absent_entity
relation,2862636,route,175,,way,1289841318,absent_entity
relation,2862636,route,176,,way,53214863,absent_entity
relation,2862636,route,177,,way,231076780,absent_entity
relation,2862636,route,178,,way,1208142866,absent_entity
relation,2862636,route,179,,way,1287575649,absent_entity
relation,2862636,route,180,,way,1287575648,absent_entity
relation,2862636,route,181,,way,1287567516,absent_entity
relation,2862636,route,182,,way,1287567515,absent_entity
relation,2862636,route,183,,way,1208142865,absent_entity
relation,2862636,route,184,,way,139088684,absent_entity
relation,2862636,route,185,,way,1287358335,absent_entity
relation,2862636,route,186,,way,1287358334,absent_entity
relation,2862636,route,187,,way,172899630,absent_entity
relation,2862636,route,188,,way,1287332008,absent_entity
relation,2862636,route,189,,way,1287332009,absent_entity
relation,2862636,route,190,,way,172899633,absent_entity
relation,2862636,route,191,,way,1287316250,absent_entity
relation,2862636,route,192,,way,1287316249,absent_entity
relation,2862636,route,193,,way,1287297730,absent_entity
relation,2862636,route,194,,way,1287297729,absent_entity
relation,2862636,route,195,,way,1287293015,absent_entity
relation,2862636,route,196,,way,1287293014,absent_entity
relation,2862636,route,197,,way,1287289067,absent_entity
relation,2862636,route,198,,way,1287289066,absent_entity
relation,2862636,route,199,,way,1287285377,absent_entity
relation,2862636,route,200,,way,1287285376,absent_entity
relation,2862636,route,201,,way,219936848,absent_entity
relation,2862636,route,202,,way,219936844,absent_entity
relation,2862636,route,203,,way,1287267835,absent_entity
relation,2862636,route,204,,way,1287267836,absent_entity
relation,2862636,route,205,,way,53214861,absent_entity
relation,2862636,route,206,,way,1286232002,absent_entity
relation,2862636,route,207,,way,1286232001,absent_entity
relation,2862636,route,208,,way,1286231995,absent_entity
relation,2862636,route,209,,way,1286231994,absent_entity
relation,2862636,route,210,,way,1286225722,absent_entity
relation,2862636,route,211,,way,1286225721,absent_entity
relation,2862636,route,212,,way,204724345,absent_entity
relation,2862636,route,213,,way,1286215012,absent_entity
relation,2862636,route,214,,way,1286215013,absent_entity
relation,2862636,route,215,,way,1289653768,absent_entity
relation,2862636,route,216,,way,1289653773,absent_entity
relation,2862636,route,217,,way,1289653771,absent_entity
relation,2862636,route,218,,way,204724346,absent_entity
relation,2862636,route,219,,way,169559933,absent_entity
relation,2862636,route,220,,way,1286209289,absent_entity
relation,2862636,route,221,,way,1286209290,absent_entity
relation,2862636,route,222,,way,179846457,absent_entity
relation,2862636,route,223,,way,172900807,absent_entity
relation,2862636,route,224,,way,1286167858,absent_entity
relation,2862636,route,225,,way,1286167859,absent_entity
relation,2862636,route,226,,way,169559936,absent_entity
relation,2862636,route,227,,way,172900810,absent_entity
relation,2862636,route,228,,way,1296260782,absent_entity
relation,2862636,route,229,,way,1296260781,absent_entity
relation,2862636,route,230,,way,481726191,absent_entity
relation,2862636,route,231,,way,1008781237,absent_entity
relation,2862636,route,232,,way,1008781238,absent_entity
relation,2862636,route,233,,way,692027111,absent_entity
relation,2862636,route,234,,way,219936846,absent_entity
relation,2862636,route,235,,way,219936850,absent_entity
relation,2862636,route,236,,way,175612628,absent_entity
relation,2862636,route,237,,way,259505815,absent_entity
relation,2862636,route,238,,way,230039705,absent_entity
relation,2862636,route,239,,way,175612637,absent_entity
relation,2862636,route,240,,way,878363653,absent_entity
relation,2862636,route,241,,way,878363654,absent_entity
relation,2862636,route,242,,way,230039712,absent_entity
relation,2862636,route,243,,way,881560312,absent_entity
relation,2862636,route,244,,way,881560311,absent_entity
relation,2862636,route,245,,way,1285886801,absent_entity
relation,2862636,route,246,,way,1285886800,absent_entity
relation,2862636,route,247,,way,230039708,absent_entity
relation,2862636,route,248,,way,1285886794,absent_entity
relation,2862636,route,249,,way,1285886795,absent_entity
relation,2862636,route,250,,way,230039704,absent_entity
relation,2862636,route,251,,way,230039706,absent_entity
relation,2862636,route,252,,way,1285858104,absent_entity
relation,2862636,route,253,,way,1285858105,absent_entity
relation,2862636,route,254,,way,230039711,absent_entity
relation,2862636,route,255,,way,1376101554,absent_entity
relation,2862636,route,256,,way,1376101553,absent_entity
relation,2862636,route,257,,way,1375488712,absent_entity
relation,2862636,route,258,,way,1375488711,absent_entity
relation,2862636,route,259,,way,282197171,absent_entity
relation,2862636,route,260,,way,219936854,absent_entity
relation,2862636,route,261,,way,1285853837,absent_entity
relation,2862636,route,262,,way,1285853838,absent_entity
relation,2862636,route,263,,way,219936856,absent_entity
relation,2862636,route,264,,way,1367261917,absent_entity
relation,2862636,route,265,,way,1367261916,absent_entity
relation,2862636,route,266,,way,375890691,absent_entity
relation,2862636,route,267,,way,375890692,absent_entity
relation,2862636,route,268,,way,175612655,absent_entity
relation,2862636,route,269,,way,1380690624,absent_entity
relation,2862636,route,270,,way,1380690623,absent_entity
relation,2862636,route,271,,way,1327597550,absent_entity
relation,2862636,route,272,,way,1315885368,absent_entity
relation,2862636,route,273,,way,189423511,absent_entity
relation,2862636,route,274,,way,385891019,absent_entity
relation,2862636,route,275,,way,189423508,absent_entity
relation,2862636,route,276,,way,931729779,absent_entity
relation,2862636,route,277,,way,931729780,absent_entity
relation,2862636,route,278,,way,1315888788,absent_entity
relation,2862636,route,279,,way,1315888787,absent_entity
relation,2862636,route,280,,way,31988469,absent_entity
relation,2862636,route,281,,way,1315888790,absent_entity
relation,2862636,route,282,,way,406615465,absent_entity
relation,2862636,route,283,,way,1315888794,absent_entity
relation,2862636,route,284,,way,1315888793,absent_entity
relation,2862636,route,285,,way,406615467,absent_entity
relation,2862636,route,286,,way,31988468,absent_entity
relation,2862636,route,287,,way,178211472,absent_entity
relation,2862636,route,288,,way,178211471,absent_entity
relation,2862636,route,289,,way,200570261,absent_entity
relation,2862636,route,290,,way,200570271,absent_entity
relation,2862636,route,291,,way,200570248,absent_entity
relation,2862636,route,292,,way,1265079124,absent_entity
relation,2862636,route,293,,way,1265079125,absent_entity
relation,2862636,route,294,,way,1315889538,absent_entity
