line,date,weekday,paper_qr,mobile_application,whatsapp,ncmc_and_other_trip,total_ridership,channel_sum_equals_total,source,source_id,source_sha256,printed_line
Metro Lines 2A and 7,2024-08-26,True,135732,9411,0,110257,255400,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-08-27,True,125010,8375,0,92177,225562,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-08-28,True,147549,10232,0,120479,278260,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-08-29,True,147089,10499,0,119093,276681,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-08-30,True,149392,9816,0,113524,272732,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-08-31,False,145310,6195,0,69891,221396,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-01,False,103982,3102,0,22222,129306,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-02,True,140341,9856,0,116146,266343,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-03,True,147662,10591,0,121464,279717,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-04,True,149576,10531,0,119486,279593,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-05,True,156192,10200,0,114857,281249,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-06,True,145767,5765,0,101497,253029,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-07,False,130083,2424,0,24726,157233,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-08,False,132167,3366,0,22240,157773,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-09,True,145582,8397,0,95033,249012,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-10,True,147114,8327,0,100956,256397,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-11,True,141970,4862,0,96670,243502,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-12,True,137931,8124,0,102628,248683,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-13,True,140448,7813,0,103323,251584,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-14,False,130767,4456,0,54019,189242,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-15,False,105460,2743,0,21791,129994,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-16,True,139950,8089,0,106290,254329,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-17,True,133723,5527,0,81960,221210,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-18,True,127499,7719,0,100935,236153,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-19,True,144592,9217,0,119089,272898,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-20,True,150088,8923,0,114806,273817,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-21,False,142625,5590,0,69841,218056,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-22,False,107342,2963,0,23630,133935,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-23,True,143918,9423,0,120344,273685,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-24,True,144599,10085,0,122620,277304,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-25,True,155246,10436,0,121391,287073,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-26,True,139627,8445,0,105194,253266,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-27,True,144481,9209,0,114830,268520,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-28,False,139691,4766,0,63254,207711,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-29,False,109297,2586,0,25025,136908,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-09-30,True,151287,9845,0,120689,281821,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-01,True,156228,8965,0,120567,285760,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-02,True,108837,3137,0,38269,150243,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-03,True,150255,9688,0,119917,279860,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-04,True,153126,10175,0,116988,280289,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-05,False,150286,6650,0,70622,227558,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-06,False,118150,3671,0,23837,145658,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-07,True,160629,10659,0,121287,292575,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-08,True,156168,11066,0,122667,289901,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-09,True,152831,10986,0,121858,285675,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-10,True,153205,10315,0,117541,281061,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-11,True,158647,9791,2073,106317,276828,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-12,False,99762,3528,4484,25795,133569,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-13,False,97746,3089,5979,19971,126785,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-14,True,129725,10019,9700,117900,267344,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-15,True,128725,9953,13712,121830,274220,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-16,True,128370,9892,15871,117690,271823,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-17,True,127344,9715,17856,119073,273988,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-18,True,133253,9362,19499,115105,277219,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-19,False,127483,5817,18096,68660,220056,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-20,False,92801,2925,11791,23839,131356,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-21,True,128194,9398,18783,119140,275515,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-22,True,125902,9769,20568,121116,277355,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-23,True,129964,9857,20693,119013,279527,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-24,True,131432,9009,18789,116086,275316,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-25,True,136030,9377,23412,107635,276454,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-26,False,125602,5218,18066,58639,207525,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-27,False,99315,2962,13147,23094,138518,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-28,True,122704,8403,19790,100619,251516,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-29,True,114367,8015,20521,95051,237954,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-30,True,110960,7411,20605,85569,224545,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-10-31,True,80806,3806,14104,42972,141688,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-01,True,73542,2196,10606,18843,105187,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-02,False,97092,3081,13125,20804,134102,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-03,False,114411,2909,13099,16606,147025,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-04,True,112885,7477,17913,86833,225108,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-05,True,113271,7994,19970,98564,239799,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-06,True,111612,8067,20604,101512,241795,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-07,True,116326,8093,18790,100564,243773,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-08,True,112928,7612,21002,96309,237851,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-09,False,113695,4280,18312,50770,187057,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-10,False,99348,3016,13306,21336,137006,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-11,True,110883,8150,21592,106849,247474,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-12,True,113981,8749,22820,110527,256077,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-13,True,113577,8398,22911,111861,256747,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-14,True,120014,8082,23539,110691,262326,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-15,True,112562,5315,21218,81010,220105,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-16,False,121675,4942,20676,61114,208407,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-17,False,103874,3001,13611,20142,140628,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-18,True,120012,8134,16492,111339,255977,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-19,True,115737,8385,23119,109519,256760,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-20,True,87455,3347,14227,40942,145971,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-21,True,113462,8116,22395,110001,253974,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-22,True,118581,7725,24197,105993,256496,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-23,False,111740,4572,20248,56198,192758,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-24,False,90549,2663,14261,21505,128978,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-25,True,112736,7723,23132,109359,252950,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-26,True,112377,8146,24097,111491,256111,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-27,True,113013,8030,25717,110725,257485,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-28,True,112765,7895,24131,108741,253532,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-29,True,116047,5391,28118,105429,254985,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-11-30,False,114568,3522,25018,65732,208840,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-01,False,90289,2792,16552,21715,131348,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-02,True,108300,7462,28556,109581,253899,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-03,True,115456,8124,23768,111073,258421,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-04,True,111096,7913,28463,111377,258849,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-05,True,112226,7680,29829,108528,258263,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-06,True,104085,6896,29821,93597,234399,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-07,False,114513,4915,27043,62811,209282,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-08,False,91522,2838,18515,21861,134736,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-09,True,106436,7571,30368,110038,254413,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-10,True,104965,7872,33835,111337,258009,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-11,True,105543,6465,34236,110974,257218,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-12,True,103710,7117,36165,108206,255198,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-13,True,107348,6785,39464,103984,257581,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-14,False,108797,4350,32180,53046,198373,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-15,False,90705,2660,25728,22268,141361,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
Metro Lines 2A and 7,2024-12-16,True,100144,7183,38400,108433,254160,True,observed,ogd_metro_2a_7_ridership_daily_2024_2025,46e3b6fd316a2ba8e33e077bb9c5855d616a4cbf0b47d02fddc4dad6fcea2bb7,2A & 7
